Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Totodile (Shadow),55.3,water,none,110.9,104.2,127,1467804,50,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Anorith (Shadow),54.3,rock,bug,147,92.1,113,1529912,43.5,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Totodile,53.9,water,none,110.9,104.2,127,1467804,50,Water Gun,Crunch,Return,15,24,3,10000
Tentacool,53.8,water,poison,94.1,137.8,113,1465578,50,Poison Sting,Wrap,Bubble Beam,5,5,3,50000
Clauncher,53.7,water,none,103.4,110.9,127,1455967,50,Smack Down,Crabhammer,Aqua Jet,7,6,3,50000
Shaymin (Land),53.6,grass,none,117.9,122.3,131,1888054,17,Hidden Power (Grass),Grass Knot,Energy Ball,7,7,20,100000
Pineco,53.5,bug,none,103.4,115.1,127,1511117,50,Bug Bite,Rock Tomb,Return,20,24,5,75000
Krabby,52.9,water,none,148.1,110.4,92,1504334,42,Bubble,Vise Grip,Bubble Beam,4,4,3,50000
Anorith,52.6,rock,bug,147,92.1,113,1529912,43.5,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Starmie,51.8,water,psychic,132.2,121.8,104,1675198,21,Water Gun,Psychic,Ice Beam,19,19,3,50000
Stantler (Shadow),51.4,normal,none,133.5,99.5,126,1672954,26,Tackle,Wild Charge,Stomp,23,20,3,50000
Tauros,51.3,normal,none,125.1,118.9,120,1785591,21.5,Tackle,Horn Attack,Earthquake,18,33,3,50000
Deerling,51,normal,grass,109.2,96.6,142,1498988,50,Tackle,Wild Charge,Seed Bomb,23,20,3,50000
Accelgor,50.6,bug,none,143.2,84.3,129,1556853,22.5,Infestation,Bug Buzz,Signal Beam,5,5,3,50000
Gorebyss,50.3,water,none,136.9,118.5,101,1638002,22.5,Confusion,Psychic,Water Pulse,5,5,3,50000
Stantler,50.1,normal,none,132.8,98.1,129,1680704,26,Tackle,Wild Charge,Stomp,23,20,3,50000
Ferroseed,49.9,grass,steel,81.5,142.9,119,1385595,50,Metal Claw,Iron Head,Flash Cannon,9,12,3,75000
Porygon (Shadow),49.9,normal,none,120.8,114.7,134,1856061,35.5,Charge Beam,Discharge,Signal Beam,5,5,3,50000
Lopunny,49.1,normal,none,112.1,146.4,121,1985734,27.5,Low Kick,Fire Punch,Focus Blast,8,15,3,50000
Corphish,48.9,water,none,131.1,95.8,117,1469211,50,Bubble,Vise Grip,Aqua Jet,4,5,3,50000
Lilligant,45.9,grass,none,135,105.3,115,1635127,21.5,Hidden Power (Grass),Petal Blizzard,Hyper Beam,9,10,1,10000
Cherrim (Overcast),43.9,grass,none,122.9,115.2,129,1826290,27,Bullet Seed,Solar Beam,Hyper Beam,7,7,1,10000
Slaking,30.1,normal,none,139.3,83.6,138,1607595,12.5,Yawn,Body Slam,Earthquake,3,6,5,75000
