Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Tangela (Shadow),69.9,grass,none,125,121.7,117,1778920,24.5,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Rhydon,69.8,ground,rock,126.7,102.4,136,1765046,17,Mud Slap,Stone Edge,Surf,7,5,3,50000
Archeops,69.7,rock,flying,160.6,81.4,106,1385816,16.5,Wing Attack,Dragon Claw,Crunch,5,7,5,75000
Nidoking (Shadow),69.7,poison,ground,130.1,104.1,127,1719018,21.5,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Swadloon,69.7,bug,grass,106.7,147.9,133,2099118,50,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Chimecho,69.6,psychic,none,120.2,120.2,129,1864669,25,Extrasensory,Psyshock,Shadow Ball,5,6,5,75000
Clamperl,69.6,water,none,124.4,126,105,1645929,50,Water Gun,Body Slam,Ice Beam,12,19,3,50000
Darumaka (Galarian),69.6,ice,none,132,83.5,154,1697707,49,Ice Fang,Ice Punch,Ice Beam,8,11,3,50000
Lampent,69.6,ghost,fire,133.3,97.1,130,1681422,36.5,Ember,Energy Ball,Flame Burst,10,10,5,75000
Purugly,69.6,normal,none,125.5,105.5,133,1762021,28.5,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Staravia (Shadow),69.6,normal,flying,131.9,91.6,135,1631281,50,Wing Attack,Brave Bird,Aerial Ace,8,7,1,10000
Espurr,69.5,psychic,none,113.4,108.4,145,1783036,50,Confusion,Psyshock,Energy Ball,4,5,3,50000
Ninjask,69.5,bug,flying,144.2,89.1,120,1541269,28,Fury Cutter,Aerial Ace,Shadow Ball,12,14,5,75000
Sandshrew (Shadow),69.5,ground,none,118.5,113.4,127,1706968,50,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Slowbro,69.5,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Ice Beam,5,5,3,50000
Slowbro (Shadow),69.5,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Ice Beam,5,5,3,50000
Stunky (Shadow),69.5,poison,dark,114.3,88.2,147,1482226,50,Bite,Crunch,Sludge Bomb,23,25,3,50000
Banette (Shadow),69.4,ghost,none,146.8,91.9,113,1524534,24.5,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Gigalith,69.4,rock,none,127.2,118.4,116,1747772,17,Smack Down,Rock Slide,Superpower,6,5,3,50000
Scyther,69.4,bug,flying,134.9,110.7,111,1657053,20.5,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Simipour,69.4,water,none,136.6,94.5,126,1627774,23.5,Water Gun,Surf,Crunch,14,15,3,50000
Slowpoke (Shadow),69.4,water,psychic,104.2,95,186,1840271,50,Confusion,Psyshock,Water Pulse,4,5,3,50000
Sneasel (Shadow),69.4,dark,ice,135.5,110.7,110,1649923,26.5,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Armaldo,69.3,rock,bug,133.3,110.9,113,1670643,19.5,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Metagross,69.3,steel,psychic,132.8,123.6,102,1674069,14.5,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Parasect,69.3,bug,grass,124.2,118.3,122,1792012,30.5,Fury Cutter,X-Scissor,Cross Poison,9,9,3,50000
Slowking,69.3,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Blizzard,5,7,3,50000
Weezing,69.3,poison,none,118.4,138.9,115,1889997,24.5,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Slowking (Shadow),69.1,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Blizzard,5,7,3,50000
Breloom,69,grass,fighting,150.6,97.3,101,1480402,21,Counter,Dynamic Punch,Grass Knot,8,8,3,50000
Furret,69,normal,none,116.1,105.4,158,1933854,34.5,Quick Attack,Brick Break,Hyper Beam,5,12,1,10000
Kabutops,69,rock,water,135.5,121,100,1638836,20.5,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Masquerain,69,bug,flying,130.3,107.8,122,1712792,24.5,Air Slash,Bubble Beam,Lunge,5,5,1,10000
Simisear,69,fire,none,136.6,94.5,126,1627774,23.5,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Vanillish,69,ice,none,124.1,119.3,122,1805667,41,Frost Breath,Icy Wind,Signal Beam,9,11,3,50000
Boldore,68.9,rock,none,126.5,108.2,130,1779034,28,Smack Down,Rock Slide,Bulldoze,6,8,3,50000
Salamence,68.9,dragon,flying,142.9,92.6,117,1548425,14.5,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Togetic,68.9,fairy,flying,110.6,150,122,2023327,37,Hidden Power (Flying),Aerial Ace,Ancient Power,6,6,3,50000
Wormadam (Sandy),68.9,bug,ground,109.9,146.8,126,2032523,33.5,Bug Bite,Bug Buzz,Bulldoze,20,20,1,10000
Golem,68.8,rock,ground,125.2,121.7,117,1782513,19,Mud Shot,Stone Edge,Earthquake,7,8,1,10000
Metang (Shadow),68.8,steel,psychic,108.9,145.5,129,2043486,35,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Frillish,68.7,water,ghost,109.2,125.2,135,1846427,50,Bubble,Ice Beam,Ominous Wind,5,5,3,50000
Murkrow,68.7,dark,flying,143.5,80.9,134,1554945,40.5,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Sunflora,68.7,grass,none,128.7,102.2,131,1723173,26,Bullet Seed,Sludge Bomb,Leaf Storm,4,5,3,50000
Exeggcute (Shadow),68.6,grass,psychic,102.5,117.6,142,1712557,50,Confusion,Seed Bomb,Psychic,4,5,3,50000
Geodude,68.6,rock,ground,123.5,123.5,113,1724177,50,Rock Throw,Rock Slide,Dig,9,16,1,10000
Murkrow (Shadow),68.6,dark,flying,143.5,80.9,134,1554945,40.5,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Walrein (Shadow),68.6,ice,water,113.1,114.3,153,1978119,20.5,Waterfall,Blizzard,Earthquake,10,9,3,50000
Meowstic (Female),68.5,psychic,none,117.6,124.5,130,1902817,26.5,Confusion,Psychic,Shadow Ball,5,5,3,50000
Bulbasaur,68.4,grass,poison,111.8,105.9,120,1419947,50,Vine Whip,Power Whip,Seed Bomb,7,5,3,10000
Lilligant,68.4,grass,none,135,105.3,115,1635127,21.5,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Blissey,68.3,normal,none,81.4,110.2,307,2754156,21,Pound,Psychic,Hyper Beam,14,20,5,75000
Meowstic (Male),68.2,psychic,none,117.6,124.5,130,1902817,26.5,Confusion,Psychic,Thunderbolt,5,5,3,50000
Aipom (Shadow),68.1,normal,none,126.1,105.2,134,1778842,49,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Exeggcute,68.1,grass,psychic,102.5,117.6,142,1712557,50,Confusion,Seed Bomb,Psychic,4,5,3,50000
Arbok,68,poison,none,123.7,120.1,121,1798747,29,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Mr. Rime,68,ice,psychic,129,114.1,118,1737399,20,Confusion,Icy Wind,Psychic,4,5,5,75000
Omanyte,67.9,rock,water,129.2,131.7,102,1735737,44.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Roggenrola,67.9,rock,none,114.3,105,135,1620509,50,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Camerupt,67.8,fire,ground,134.9,101.2,122,1665522,25.5,Ember,Overheat,Earth Power,10,10,3,50000
Lombre,67.7,water,grass,106.7,112.6,142,1706340,50,Bubble,Grass Knot,Ice Beam,5,5,3,50000
Mismagius,67.7,ghost,none,133.8,120.8,104,1680621,21.5,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Aron (Shadow),67.6,steel,rock,114.3,131.1,127,1902550,50,Metal Claw,Body Slam,Iron Head,6,9,1,10000
Houndour (Shadow),67.6,dark,fire,140.3,82.3,120,1386732,50,Ember,Crunch,Flamethrower,8,10,3,50000
Dusknoir,67.5,ghost,none,119.8,172.9,90,1864291,23.5,Hex,Dark Pulse,Psychic,5,5,3,50000
Hippopotas,67.5,ground,none,115.3,111.1,152,1946522,49,Bite,Body Slam,Dig,18,40,3,50000
Miltank,67.5,normal,none,105.4,135.5,148,2112476,24,Tackle,Body Slam,Ice Beam,18,28,5,75000
Metagross (Shadow),67.4,steel,psychic,132.8,123.6,102,1674069,14.5,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Teddiursa (Shadow),67.4,normal,none,130.2,90.8,142,1678466,50,Lick,Cross Chop,Crunch,12,15,3,50000
Krokorok,67.3,ground,dark,133.6,87.4,142,1658012,50,Mud Slap,Crunch,Earthquake,6,9,5,75000
Misdreavus (Shadow),67.3,ghost,none,124.1,119,122,1801213,29.5,Hex,Dark Pulse,Ominous Wind,5,4,3,50000
Persian (Alolan),67.2,dark,none,123,113.2,131,1823635,33,Feint Attack,Foul Play,Play Rough,8,10,3,50000
Sandslash,67.1,ground,none,120.5,121.1,126,1837863,23.5,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Weezing (Shadow),67.1,poison,none,118.4,138.9,115,1889997,24.5,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Aron,66.9,steel,rock,114.3,131.1,127,1902550,50,Metal Claw,Body Slam,Iron Head,6,9,1,10000
Sandshrew,66.9,ground,none,118.5,113.4,127,1706968,50,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Swoobat,66.9,psychic,flying,126.9,100.9,138,1767259,35.5,Confusion,Aerial Ace,Psychic,4,5,1,10000
Wormadam (Plant),66.9,bug,grass,109.9,146.8,126,2032523,33.5,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Ambipom (Shadow),66.8,normal,none,133.9,99.9,124,1659351,23,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Arbok (Shadow),66.8,poison,none,123.7,120.1,121,1798747,29,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Exeggutor,66.8,grass,psychic,136.7,93.7,128,1639303,18.5,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Stunky,66.8,poison,dark,114.3,88.2,147,1482226,50,Bite,Crunch,Sludge Bomb,23,25,3,50000
Teddiursa,66.7,normal,none,130.2,90.8,142,1678466,50,Lick,Cross Chop,Crunch,12,15,3,50000
Unfezant,66.6,normal,flying,139.2,96.2,120,1606547,20,Air Slash,Sky Attack,Hyper Beam,5,9,1,10000
Frogadier,66.4,water,none,135.4,99.2,123,1653012,39.5,Bubble,Surf,Aerial Ace,4,5,3,10000
Misdreavus,66.4,ghost,none,124.1,119,122,1801213,29.5,Hex,Dark Pulse,Ominous Wind,5,4,3,50000
Houndour,66.3,dark,fire,140.3,82.3,120,1386732,50,Ember,Crunch,Flamethrower,8,10,3,50000
Lunatone,66.3,rock,psychic,119.8,108.8,143,1863825,23.5,Confusion,Rock Slide,Psychic,4,5,3,50000
Solrock,66.3,rock,psychic,119.8,108.8,143,1863825,23.5,Confusion,Rock Slide,Psychic,4,5,3,50000
Stoutland,66.2,normal,none,125.8,114.7,124,1788973,19,Lick,Wild Charge,Crunch,15,15,1,10000
Yanmega,66.2,bug,flying,137.3,98.3,121,1632541,18.5,Wing Attack,Aerial Ace,Bug Buzz,7,9,3,50000
Dusknoir (Shadow),66.1,ghost,none,119.8,172.9,90,1864291,23.5,Hex,Dark Pulse,Psychic,5,5,3,50000
Rotom (Wash),66.1,electric,water,129.2,143.2,93,1720709,21,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Walrein,65.8,ice,water,113.1,114.3,153,1978119,20.5,Waterfall,Blizzard,Earthquake,10,9,3,50000
Darmanitan (Galarian),65.6,ice,none,151.3,71.4,137,1480445,18,Ice Fang,Avalanche,Superpower,9,8,3,50000
Porygon,65.6,normal,none,120.8,114.7,134,1856061,35.5,Quick Attack,Discharge,Hyper Beam,7,12,3,50000
Sawk,65.6,fighting,none,141,99.8,113,1589415,20,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Snover,65.6,grass,ice,109.2,100.8,142,1564162,50,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Chespin,65.4,grass,none,105,101.7,136,1452456,50,Vine Whip,Body Slam,Seed Bomb,5,5,3,10000
Mienshao,65.3,fighting,none,156.5,84.8,106,1407427,20,Poison Jab,Brick Break,Grass Knot,5,8,3,50000
Mr. Mime (Galarian),65.3,ice,psychic,131.2,127.7,102,1709143,27,Confusion,Ice Punch,Psychic,4,5,5,75000
Persian (Shadow),65.2,normal,none,118.9,115.9,136,1874511,36,Feint Attack,Night Slash,Play Rough,6,10,3,50000
Seel,65.1,water,none,84,114.3,149,1430849,50,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Yanma,65.1,bug,flying,131.6,87.4,148,1702917,48.5,Wing Attack,Aerial Ace,Silver Wind,7,7,3,50000
Persian,64.9,normal,none,118.9,115.9,136,1874511,36,Feint Attack,Night Slash,Return,6,12,3,50000
Whirlipede,64.8,bug,poison,96.6,158,113,1725055,50,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Roselia,64.7,grass,poison,139.6,107.3,107,1602355,30.5,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Shellos (East),64.7,water,none,99.2,100.8,166,1659740,50,Mud Slap,Body Slam,Mud Bomb,5,5,3,50000
Shellos (West),64.7,water,none,99.2,100.8,166,1659740,50,Mud Slap,Body Slam,Mud Bomb,5,5,3,50000
Skorupi (Shadow),64.5,poison,bug,90.8,139.5,113,1430471,50,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Elekid,64.4,electric,none,126,97.5,120,1474345,50,Thunder Shock,Thunder Punch,Brick Break,5,4,5,10000
Exploud,64.4,normal,none,119.8,98.4,158,1863205,23.5,Bite,Crunch,Disarming Voice,23,23,1,10000
Drilbur,64.3,ground,none,139.5,81.9,141,1610077,49,Mud Slap,Drill Run,Rock Tomb,6,8,3,50000
Aipom,64.2,normal,none,126.1,105.2,134,1778842,49,Scratch,Aerial Ace,Return,23,35,3,50000
Exeggutor (Shadow),64.1,grass,psychic,136.7,93.7,128,1639303,18.5,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Trapinch (Shadow),64.1,ground,none,148.7,78.1,120,1394782,50,Mud Shot,Crunch,Sand Tomb,5,5,5,75000
Grumpig,64,psychic,none,114.5,128.3,133,1953798,24,Extrasensory,Psychic,Shadow Ball,6,6,1,10000
Dugtrio (Shadow),63.9,ground,none,136.4,118.9,99,1605499,41.5,Sucker Punch,Mud Bomb,Stone Edge,6,8,3,50000
Floatzel,63.8,water,none,143.8,81.1,133,1551619,22.5,Waterfall,Hydro Pump,Aqua Jet,10,6,3,50000
Girafarig,63.8,normal,psychic,129.1,102.7,129,1711052,27,Confusion,Psychic,Thunderbolt,5,5,3,50000
Porygon-Z,63.8,normal,none,148.7,88.4,115,1512352,16.5,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Maractus,63.7,grass,none,136.8,93.6,128,1638424,24,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Bulbasaur (Shadow),63.6,grass,poison,111.8,105.9,120,1419947,50,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Pupitar (Shadow),63.6,rock,ground,121.1,112.7,136,1856138,35,Bite,Crunch,Ancient Power,23,23,5,75000
Liepard,63.4,dark,none,140.9,89.3,126,1585005,31,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Snover (Shadow),63.4,grass,ice,109.2,100.8,142,1564162,50,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Beheeyem,63.3,psychic,none,134.4,105.7,116,1648710,20,Confusion,Rock Slide,Psychic,4,5,3,50000
Skorupi,63.2,poison,bug,90.8,139.5,113,1430471,50,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Loudred,63.1,normal,none,125.2,80.7,178,1797820,50,Bite,Stomp,Disarming Voice,20,23,1,10000
Cubone (Shadow),63,ground,none,88.2,133.6,127,1497128,50,Mud Slap,Bone Club,Bulldoze,5,8,3,50000
Fearow,62.9,normal,flying,132.6,102.7,124,1689204,28.5,Peck,Sky Attack,Drill Run,9,9,1,10000
Pidgeotto,62.9,normal,flying,110.9,100.8,147,1644149,50,Wing Attack,Aerial Ace,Twister,7,7,1,10000
Mesprit,62.8,psychic,none,124.1,125.8,116,1811528,18,Confusion,Future Sight,Blizzard,6,7,20,100000
Xatu,62.8,psychic,flying,132.9,107.3,118,1681956,25.5,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Mr. Mime,62.7,psychic,fairy,132.2,145.7,88,1695360,25.5,Confusion,Psychic,Shadow Ball,5,5,5,75000
Dodrio,62.6,normal,flying,144.4,99.1,108,1545284,23.5,Feint Attack,Brave Bird,Drill Peck,10,7,3,50000
Nosepass,62.6,rock,none,81.5,193.3,98,1543812,50,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Trapinch,62.5,ground,none,148.7,78.1,120,1394782,50,Mud Shot,Crunch,Return,5,8,5,75000
Elgyem,62.4,psychic,none,134,94.7,132,1675163,49.5,Confusion,Psychic,Dark Pulse,5,5,3,50000
Mismagius (Shadow),62.4,ghost,none,133.8,120.8,104,1680621,21.5,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Nosepass (Shadow),62.3,rock,none,81.5,193.3,98,1543812,50,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Sandslash (Shadow),62.3,ground,none,120.5,121.1,126,1837863,23.5,Mud Shot,Earthquake,Bulldoze,8,7,3,50000
Cubone,62.1,ground,none,88.2,133.6,127,1497128,50,Mud Slap,Bone Club,Return,5,9,3,50000
Drowzee,62,psychic,none,87.4,126.9,142,1574590,50,Confusion,Psyshock,Return,4,6,3,50000
Mothim,61.8,bug,flying,140,83,137,1591422,31.5,Bug Bite,Aerial Ace,Bug Buzz,15,20,1,10000
Ambipom,61.6,normal,none,133.9,99.9,124,1659351,23,Scratch,Aerial Ace,Return,23,35,3,50000
Noivern,61.5,flying,dragon,126.4,110.7,127,1776882,20.5,Air Slash,Hurricane,Psychic,8,7,5,75000
Goldeen,61.4,water,none,116,105,120,1461636,50,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Snubbull (Shadow),61.4,fairy,none,127.7,84,142,1524055,50,Bite,Crunch,Brick Break,23,18,3,50000
Jynx,61.3,ice,psychic,142.2,101.5,109,1573630,22,Confusion,Avalanche,Ice Punch,4,4,5,75000
Porygon-Z (Shadow),61.3,normal,none,148.7,88.4,115,1512352,16.5,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Seadra (Shadow),61.3,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Swanna,61.3,water,flying,129.3,99.7,134,1727466,26.5,Air Slash,Hurricane,Ice Beam,8,7,3,50000
Watchog,61.2,normal,none,126.4,113.2,124,1773125,30.5,Bite,Hyper Fang,Crunch,25,23,1,10000
Drowzee (Shadow),61,psychic,none,87.4,126.9,142,1574590,50,Confusion,Psyshock,Psychic,4,5,3,50000
Clawitzer,60.9,water,none,134.4,110.5,111,1648951,20,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Eevee,60.9,normal,none,100,108.4,135,1463320,50,Quick Attack,Body Slam,Last Resort,5,8,5,75000
Klefki,60.6,steel,fairy,119,134.2,118,1884790,29.5,Astonish,Foul Play,Play Rough,5,7,3,50000
Illumise,60.5,bug,none,111.1,136.8,132,2005636,34,Struggle Bug,Bug Buzz,Silver Wind,8,6,3,50000
Sawsbuck,60.5,normal,grass,130.1,103.1,128,1717029,23,Feint Attack,Wild Charge,Megahorn,8,10,3,50000
Samurott,60.4,water,none,129,102.2,132,1740020,20,Fury Cutter,Megahorn,Hydro Pump,14,19,3,10000
Sigilyph,60.4,psychic,flying,131.6,114,114,1710530,22,Air Slash,Signal Beam,Ancient Power,7,5,5,75000
Flaaffy,60.2,electric,none,121.9,99.8,151,1835783,45.5,Charge Beam,Discharge,Return,5,7,5,75000
Volbeat,60.1,bug,none,111.1,136.8,132,2005636,34,Struggle Bug,Signal Beam,Thunderbolt,7,7,3,50000
Raticate,60,normal,none,125.9,115.3,122,1771626,34.5,Quick Attack,Hyper Fang,Return,8,10,1,10000
Absol (Shadow),59.7,dark,none,157.9,82.7,109,1423430,22,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Pupitar,59.7,rock,ground,121.1,112.7,136,1856138,35,Bite,Crunch,Ancient Power,23,23,5,75000
Runerigus,59.7,ground,ghost,112.2,168.3,106,2002086,25,Astonish,Shadow Ball,Sand Tomb,7,5,3,50000
Octillery,59.5,water,none,132.9,103.2,123,1686230,24.5,Water Gun,Octazooka,Aurora Beam,17,20,1,10000
Absol,59.4,dark,none,157.9,82.7,109,1423430,22,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Koffing,59.3,poison,none,112.6,131.1,113,1667925,50,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Musharna,59.2,psychic,none,113.7,108.9,159,1968272,20.5,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Chatot,59,normal,flying,140.4,78.4,145,1596254,32.5,Peck,Sky Attack,Night Shade,9,11,5,75000
Clauncher,58.9,water,none,103.4,110.9,127,1455967,50,Water Gun,Crabhammer,Aqua Jet,17,15,3,50000
Starmie,58.8,water,psychic,132.2,121.8,104,1675198,21,Water Gun,Psychic,Ice Beam,19,19,3,50000
Totodile,58.8,water,none,110.9,104.2,127,1467804,50,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Cacturne,58.5,grass,dark,148.9,83.5,121,1505536,23.5,Poison Jab,Grass Knot,Payback,8,9,3,50000
Vanilluxe,58.5,ice,none,131.5,116.8,110,1690058,19.5,Frost Breath,Blizzard,Signal Beam,15,11,3,50000
Beautifly,58.3,bug,flying,146.4,81.9,128,1535506,34.5,Infestation,Bug Buzz,Silver Wind,5,4,1,10000
Seadra,58.3,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Snubbull,58.2,fairy,none,127.7,84,142,1524055,50,Bite,Crunch,Brick Break,23,18,3,50000
Buneary,58.1,normal,none,121.8,100.8,135,1658639,50,Quick Attack,Fire Punch,Swift,6,8,3,50000
Azelf,57.9,psychic,none,152.6,91.4,105,1464716,17,Confusion,Future Sight,Fire Blast,6,7,20,100000
Tentacool,57.9,water,poison,94.1,137.8,113,1465578,50,Bubble,Wrap,Bubble Beam,5,4,3,50000
Audino,57.8,normal,none,92.6,138.1,189,2416540,39,Pound,Disarming Voice,Hyper Beam,12,20,3,50000
Butterfree,57.8,bug,flying,126.7,111.9,124,1757032,31.5,Confusion,Signal Beam,Psychic,5,5,1,10000
Espeon,57.8,psychic,none,147.6,104.1,98,1505910,17,Confusion,Psychic,Last Resort,5,5,5,75000
Flareon,57.8,fire,none,141.7,110,100,1557872,18,Fire Spin,Flamethrower,Overheat,6,6,5,75000
Throh,57.7,fighting,none,110.3,107.8,170,2020070,21.5,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Axew,57.3,dragon,none,139.5,95.2,121,1607281,49,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Phanpy,57.2,ground,none,102.5,95,186,1810589,50,Rock Smash,Body Slam,Rock Slide,5,7,3,50000
Herdier,56.9,normal,none,119.7,110.9,141,1871188,41.5,Lick,Thunderbolt,Play Rough,19,20,1,10000
Pineco (Shadow),56.9,bug,none,103.4,115.1,127,1511117,50,Bug Bite,Sand Tomb,Rock Tomb,14,20,5,75000
Gorebyss,56.8,water,none,136.9,118.5,101,1638002,22.5,Water Gun,Psychic,Water Pulse,19,20,3,50000
Flaaffy (Shadow),56.6,electric,none,121.9,99.8,151,1835783,45.5,Charge Beam,Discharge,Power Gem,5,6,5,75000
Kabuto,56.6,rock,water,133.6,128.6,97,1667621,49,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Koffing (Shadow),56.4,poison,none,112.6,131.1,113,1667925,50,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Weezing (Galarian),55.9,poison,fairy,118.4,138.9,115,1889997,24.5,Tackle,Sludge,Play Rough,20,30,3,50000
Piplup,55.5,water,none,106.7,98.3,131,1374452,50,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Accelgor,54.6,bug,none,143.2,84.3,129,1556853,22.5,Infestation,Bug Buzz,Acid Spray,5,4,3,50000
Raticate (Shadow),54.6,normal,none,125.9,115.3,122,1771626,34.5,Quick Attack,Hyper Fang,Dig,8,12,1,10000
Krabby,54.4,water,none,148.1,110.4,92,1504334,42,Bubble,Vise Grip,Bubble Beam,4,4,3,50000
Cofagrigus,54.3,ghost,none,112.2,168.3,106,2002086,25,Astonish,Shadow Ball,Dark Pulse,7,6,3,50000
Pancham,53.9,fighting,none,123.3,100.2,147,1816117,47.5,Low Kick,Body Slam,Crunch,7,9,3,50000
Pineco,53.8,bug,none,103.4,115.1,127,1511117,50,Bug Bite,Return,Sand Tomb,24,14,5,75000
Hitmonlee (Shadow),53.1,fighting,none,142.5,121.4,91,1573887,21.5,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Anorith (Shadow),52.6,rock,bug,147,92.1,113,1529912,43.5,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Stantler (Shadow),52.5,normal,none,133.5,99.5,126,1672954,26,Tackle,Wild Charge,Stomp,23,20,3,50000
Ferroseed,52,grass,steel,81.5,142.9,119,1385595,50,Metal Claw,Iron Head,Flash Cannon,9,12,3,75000
Corphish,51.9,water,none,131.1,95.8,117,1469211,50,Bubble,Aqua Jet,Vise Grip,5,4,3,50000
Deoxys (Speed),51.8,psychic,none,140.8,131.6,86,1592886,18.5,Charge Beam,Psycho Boost,Thunderbolt,4,5,20,100000
Cherrim (Overcast),51.6,grass,none,122.9,115.2,129,1826290,27,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
Tauros,51.5,normal,none,125.1,118.9,120,1785591,21.5,Tackle,Horn Attack,Earthquake,18,33,3,50000
Timburr,50.8,fighting,none,125.2,85.7,164,1759945,50,Low Kick,Brick Break,Rock Tomb,7,12,5,75000
Anorith,50.6,rock,bug,147,92.1,113,1529912,43.5,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Stantler,50.4,normal,none,133.5,99.5,126,1672954,26,Tackle,Wild Charge,Stomp,23,20,3,50000
Hitmonlee,50.2,fighting,none,142.5,121.4,91,1573887,21.5,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Ponyta (Galarian),49.6,psychic,none,134.8,109.4,113,1666179,36.5,Psycho Cut,Play Rough,Psybeam,7,7,3,50000
Porygon (Shadow),49.2,normal,none,120.8,114.7,134,1856061,35.5,Charge Beam,Discharge,Signal Beam,5,5,3,50000
Deerling,48.5,normal,grass,109.2,96.6,142,1498988,50,Tackle,Wild Charge,Seed Bomb,23,20,3,50000
Duosion,47.8,psychic,none,149.2,82.7,121,1492507,27.5,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Solosis,47.6,psychic,none,152.9,79.8,120,1465025,50,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Reuniclus,47.4,psychic,none,127.6,93.7,147,1756073,18.5,Hidden Power (Fighting),Future Sight,Shadow Ball,9,7,3,50000
Lopunny,47.2,normal,none,112.1,146.4,121,1985734,27.5,Low Kick,Fire Punch,Focus Blast,8,15,3,50000
Munna,47,psychic,none,105.9,89.9,166,1580270,50,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
