"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Shadow Porygon2","Hidden Power (Steel)","Hyper Beam","12.932","310.6","671.9","2711"
"Shadow Lapras","Ice Shard","Blizzard","12.03","383.9","668.4","2641"
"Shadow Scizor","Fury Cutter","Night Slash","13.325","282.4","668.3","3001"
"Shadow Skarmory","Steel Wing","Sky Attack","12.8","317.5","665.9","2108"
"Shadow Aerodactyl","Bite","Iron Head","13.402","276.5","665.5","2783"
"Shadow Suicune","Ice Fang","Hydro Pump","11.765","408.2","664.7","2983"
"Shadow Ninetales","Fire Spin","Flamethrower","13.064","297.4","663","2279"
"Shadow Porygon2","Lock-On","Solar Beam","12.884","309.5","662","2711"
"Shadow Swampert","Water Gun","Sludge Wave","12.585","331.9","661.6","2974"
"Shadow Cloyster","Frost Breath","Hydro Pump","12.907","307.5","661.1","2547"
"Shadow Stantler","Tackle","Wild Charge","14.165","229.6","652.7","2164"
"Shadow Politoed","Bubble","Hydro Pump","12.72","316.8","651.9","2449"
"Shadow Poliwrath","Bubble","Power-Up Punch","12.63","322.7","650","2586"
"Shadow Weezing","Infestation","Sludge Bomb","13.132","286.6","649","2293"
"Shadow Banette","Shadow Claw","Thunder","14.552","210","647.2","2298"
"Shadow Kabutops","Mud Shot","Ancient Power","13.446","265.7","646","2713"
"Shadow Banette","Hex","Dazzling Gleam","14.544","209.9","645.7","2298"
"Shadow Arcanine","Bite","Bulldoze","12.906","299.9","644.8","3029"
"Shadow Lapras","Ice Shard","Hydro Pump","11.922","380.5","644.8","2641"
"Shadow Arcanine","Snarl","Bulldoze","12.902","299.8","643.9","3029"
"Shadow Forretress","Bug Bite","Heavy Slam","12.665","315.8","641.5","2282"
"Shadow Blastoise","Water Gun","Hydro Pump","12.525","326.4","641.3","2466"
"Shadow Gliscor","Wing Attack","Aerial Ace","12.422","333.7","639.6","2692"
"Shadow Muk","Lick","Sludge Wave","12.415","333","637.2","2757"
"Shadow Suicune","Snarl","Bubble Beam","11.636","403.8","636.1","2983"
"Shadow Nidoqueen","Poison Jab","Sludge Wave","12.741","307.5","636","2488"
"Shadow Beedrill","Bug Bite","Sludge Bomb","14.331","213.9","629.5","1846"
"Shadow Ampharos","Charge Beam","Focus Blast","12.775","301.8","629.1","2852"
"Shadow Omastar","Mud Shot","Rock Blast","12.808","299.2","628.5","2786"
"Shadow Hitmonchan","Counter","Brick Break","13.548","252.5","627.8","2332"
"Shadow Kabutops","Rock Smash","Ancient Power","13.35","263.8","627.7","2713"
"Shadow Ampharos","Volt Switch","Dragon Pulse","12.76","301.4","626.2","2852"
"Shadow Armaldo","Fury Cutter","Cross Poison","13.071","280","625.2","2848"
"Shadow Weezing","Tackle","Sludge Bomb","13.007","283.9","624.6","2293"
"Shadow Suicune","Hidden Power","Hydro Pump","11.573","401.6","622.5","2983"
"Shadow Skarmory","Steel Wing","Brave Bird","12.576","312","620.6","2108"
"Shadow Skuntank","Poison Jab","Flamethrower","13.11","273.1","615.3","2358"
"Shadow Golduck","Confusion","Hydro Pump","13.086","274.6","615.3","2450"
"Shadow Walrein","Frost Breath","Earthquake","12.127","344.2","613.9","2726"
"Shadow Walrein","Waterfall","Water Pulse","12.126","344.2","613.8","2726"
"Shadow Suicune","Snarl","Ice Beam","11.532","400.2","613.7","2983"
"Shadow Slowking","Confusion","Blizzard","12.388","322.7","613.4","2545"
"Shadow Ampharos","Charge Beam","Power Gem","12.689","299.7","612.3","2852"
"Shadow Weezing","Acid","Shadow Ball","12.937","282.3","611.3","2293"
"Shadow Politoed","Mud Shot","Surf","12.507","311.5","609.5","2449"
"Shadow Poliwrath","Rock Smash","Power-Up Punch","12.421","317.3","608","2586"
"Shadow Nidoqueen","Bite","Earthquake","12.588","303.8","606.1","2488"
"Shadow Golduck","Confusion","Psychic","13.033","273.5","605.4","2450"
"Shadow Omastar","Mud Shot","Ancient Power","12.687","296.3","605.1","2786"
"Shadow Aggron","Dragon Tail","Thunder","11.974","352.2","604.7","3000"
"Shadow Cloyster","Ice Shard","Blizzard","12.62","300.6","604.3","2547"
"Shadow Beedrill","Poison Jab","Sludge Bomb","14.175","211.6","602.6","1846"
"Shadow Magneton","Thunder Shock","Flash Cannon","13.884","224.6","601","2485"
"Shadow Vileplume","Razor Leaf","Moonblast","13.058","269.4","599.7","2559"
"Shadow Arcanine","Thunder Fang","Bulldoze","12.671","294.4","599","3029"
"Shadow Absol","Psycho Cut","Megahorn","14.391","200","596","2526"
"Shadow Skuntank","Bite","Flamethrower","13.002","270.8","595.3","2358"
"Shadow Muk","Poison Jab","Thunder Punch","12.204","327.3","594.9","2757"
"Shadow Torterra","Bite","Stone Edge","12.162","329.8","593.4","2934"
"Shadow Kadabra","Psycho Cut","Dazzling Gleam","15.487","159.6","592.8","2059"
"Shadow Gyarados","Waterfall","Twister","12.181","327.1","591.2","3391"
"Shadow Weepinbell","Acid","Power Whip","15.214","167.6","590.1","1611"
"Shadow Abomasnow","Razor Leaf","Outrage","12.758","283.4","588.4","2362"
"Shadow Cradily","Infestation","Grass Knot","12.252","318.4","585.6","2211"
"Shadow Gliscor","Fury Cutter","Aerial Ace","12.148","326.3","585.1","2692"
"Shadow Cradily","Acid","Grass Knot","12.246","318.2","584.3","2211"
"Shadow Kabutops","Fury Cutter","Water Pulse","13.108","259","583.4","2713"
"Shadow Golduck","Water Gun","Synchronoise","12.899","270.7","580.9","2450"
"Shadow Cloyster","Ice Shard","Hydro Pump","12.494","297.6","580.4","2547"
"Shadow Sandslash","Mud Shot","Earthquake","12.811","275.9","580.1","2374"
"Shadow Magneton","Spark","Flash Cannon","13.755","222.5","579.1","2485"
"Shadow Nidoking","Fury Cutter","Sludge Wave","12.985","264.5","579.1","2567"
"Shadow Magmar","Ember","Fire Blast","13.504","234.9","578.5","2394"
"Shadow Magmar","Karate Chop","Fire Blast","13.502","234.9","578.2","2394"
"Shadow Hitmonlee","Low Kick","Stomp","13.509","232.8","573.8","2576"
"Shadow Hitmonlee","Rock Smash","Stomp","13.503","232.6","572.8","2576"
"Shadow Armaldo","Struggle Bug","Cross Poison","12.784","273.9","572.3","2848"
"Shadow Kabutops","Mud Shot","Stone Edge","13.045","257.8","572.2","2713"
"Shadow Poliwrath","Mud Shot","Hydro Pump","12.222","312.3","570.1","2586"
"Shadow Suicune","Extrasensory","Bubble Beam","11.321","392.8","570.1","2983"
"Shadow Poliwrath","Bubble","Submission","12.219","312.2","569.5","2586"
"Shadow Sandslash","Metal Claw","Earthquake","12.748","274.5","568.8","2374"
"Shadow Articuno","Frost Breath","Icy Wind","11.525","371.4","568.5","3051"
"Shadow Cradily","Bullet Seed","Grass Knot","12.155","315.9","567.3","2211"
"Shadow Ampharos","Charge Beam","Dragon Pulse","12.442","293.9","566.1","2852"
"Shadow Sneasel","Ice Shard","Foul Play","13.923","208.7","563.4","2051"
"Shadow Shiftry","Snarl","Hurricane","13.4","234","562.9","2333"
"Shadow Shiftry","Razor Leaf","Hurricane","13.398","233.9","562.7","2333"
"Shadow Abomasnow","Razor Leaf","Energy Ball","12.615","280.2","562.4","2362"
"Shadow Ninetales","Ember","Overheat","12.516","284.9","558.5","2279"
"Shadow Vileplume","Acid","Moonblast","12.827","264.6","558.4","2559"
"Shadow Electabuzz","Thunder Shock","Thunder Punch","13.294","236.8","556.3","2334"
"Shadow Slowbro","Confusion","Ice Beam","12.083","314.8","555.3","2545"
"Shadow Suicune","Extrasensory","Ice Beam","11.237","389.9","553.2","2983"
"Shadow Nidoking","Fury Cutter","Megahorn","12.827","261.3","551.4","2567"
"Shadow Hitmonlee","Low Kick","Stone Edge","13.374","230.4","551.3","2576"
"Shadow Golduck","Water Gun","Bubble Beam","12.723","267","549.8","2450"
"Shadow Weepinbell","Razor Leaf","Power Whip","14.937","164.5","548.2","1611"
"Shadow Hitmonlee","Rock Smash","Low Sweep","13.348","230","547","2576"
"Shadow Nidoqueen","Poison Jab","Stone Edge","12.269","296.1","546.8","2488"
"Shadow Ambipom","Astonish","Hyper Beam","13.218","236.7","546.7","2418"
"Shadow Stantler","Tackle","Stomp","13.55","219.7","546.5","2164"
"Shadow Hitmonlee","Low Kick","Low Sweep","13.316","229.4","541.7","2576"
"Shadow Lapras","Water Gun","Skull Bash","11.412","364.2","541.2","2641"
"Shadow Scyther","Air Slash","Night Slash","12.824","256.6","541","2706"
"Shadow Slowking","Water Gun","Blizzard","11.985","312.2","537.5","2545"
"Shadow Suicune","Snarl","Water Pulse","11.152","387","536.7","2983"
"Shadow Porygon2","Charge Beam","Solar Beam","12.219","293.5","535.5","2711"
"Shadow Ninetales","Fire Spin","Fire Blast","12.383","281.9","535.2","2279"
"Shadow Beedrill","Infestation","Sludge Bomb","13.759","205.4","534.9","1846"
"Shadow Pinsir","Rock Smash","Submission","12.741","258.4","534.3","2959"
"Shadow Poliwrath","Rock Smash","Submission","12.023","307.2","533.9","2586"
"Shadow Hitmonlee","Rock Smash","Stone Edge","13.248","228.3","530.8","2576"
"Shadow Scyther","Steel Wing","Night Slash","12.754","255.2","529.4","2706"
"Shadow Electabuzz","Thunder Shock","Thunder","13.13","233.8","529.3","2334"
"Shadow Pinsir","Rock Smash","Close Combat","12.699","257.5","527.4","2959"
"Shadow Walrein","Frost Breath","Water Pulse","11.674","331.4","527.3","2726"
"Shadow Hitmonchan","Counter","Ice Punch","12.963","241.6","526.2","2332"
"Shadow Hypno","Confusion","Psychic","11.971","306.7","526.2","2090"
"Shadow Muk","Lick","Dark Pulse","11.811","316.8","522","2757"
"Shadow Golduck","Water Gun","Ice Beam","12.555","263.5","521.4","2450"
"Shadow Sneasel","Feint Attack","Ice Punch","13.656","204.7","521.3","2051"
"Shadow Swampert","Mud Shot","Sludge Wave","11.857","312.7","521.3","2974"
"Shadow Skarmory","Air Slash","Sky Attack","12.037","298.6","520.8","2108"
"Shadow Ninetales","Fire Spin","Solar Beam","12.294","279.8","519.9","2279"
"Shadow Kadabra","Confusion","Psybeam","14.976","154.3","518.4","2059"
"Shadow Venomoth","Bug Bite","Psychic","13.192","225.4","517.4","2082"
"Shadow Kabutops","Rock Smash","Stone Edge","12.719","251.3","517.2","2713"
"Shadow Blastoise","Bite","Hydro Pump","11.864","309.2","516.3","2466"
"Shadow Lapras","Frost Breath","Skull Bash","11.277","359.9","516.1","2641"
"Shadow Weepinbell","Acid","Sludge Bomb","14.711","162","515.9","1611"
"Shadow Porygon2","Hidden Power (Fire)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Fighting)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Water)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Flying)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Grass)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Poison)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Electric)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Ground)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Psychic)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Rock)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Ice)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Bug)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Dragon)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Ghost)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Dark)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Porygon2","Hidden Power (Steel)","Solar Beam","12.106","290.8","515.9","2711"
"Shadow Nidoking","Iron Tail","Sludge Wave","12.613","256.9","515.5","2567"
"Shadow Articuno","Ice Shard","Icy Wind","11.24","362.2","514.3","3051"
"Shadow Abomasnow","Powder Snow","Blizzard","12.333","273.9","513.9","2362"
"Shadow Hitmonchan","Rock Smash","Power-Up Punch","12.884","240.1","513.4","2332"
"Shadow Ninetales","Feint Attack","Overheat","12.238","278.6","510.6","2279"
"Shadow Crobat","Air Slash","Air Cutter","12.097","287.6","509.2","2646"
"Shadow Shiftry","Feint Attack","Hurricane","13.046","227.8","505.7","2333"
"Shadow Golduck","Confusion","Synchronoise","12.451","261.3","504.4","2450"
"Shadow Hitmonchan","Counter","Fire Punch","12.825","239","504.1","2332"
"Shadow Ninetales","Ember","Flamethrower","12.185","277.4","501.8","2279"
"Shadow Venomoth","Bug Bite","Bug Buzz","13.09","223.7","501.7","2082"
"Shadow Poliwrath","Mud Shot","Power-Up Punch","11.832","302.3","500.7","2586"
"Shadow Mismagius","Hex","Dark Pulse","12.591","250","499.1","2615"
"Shadow Nidoking","Iron Tail","Megahorn","12.504","254.7","498.1","2567"
"Shadow Slowking","Confusion","Fire Blast","11.757","306.3","497.7","2545"
"Shadow Slowbro","Confusion","Water Pulse","11.753","306.2","497.1","2545"
"Shadow Muk","Infestation","Sludge Wave","11.639","312.2","492.2","2757"
"Shadow Ambipom","Scratch","Aerial Ace","12.861","230.3","489.9","2418"
"Shadow Slowbro","Water Gun","Ice Beam","11.709","305","489.7","2545"
"Shadow Bellossom","Razor Leaf","Petal Blizzard","12.105","275.8","489.3","2281"
"Shadow Kabutops","Rock Smash","Water Pulse","12.534","247.7","487.6","2713"
"Shadow Kabutops","Mud Shot","Water Pulse","12.528","247.6","486.8","2713"
"Shadow Stantler","Zen Headbutt","Wild Charge","13.158","213.3","485.9","2164"
"Shadow Suicune","Extrasensory","Water Pulse","10.875","377.4","485.4","2983"
"Shadow Weepinbell","Razor Leaf","Sludge Bomb","14.482","159.5","484.5","1611"
"Shadow Cloyster","Frost Breath","Aurora Beam","11.937","284.4","483.7","2547"
"Shadow Golduck","Confusion","Bubble Beam","12.316","258.4","482.8","2450"
"Shadow Scyther","Fury Cutter","Night Slash","12.459","249.3","482.1","2706"
"Shadow Lairon","Metal Claw","Heavy Slam","12.301","257.6","479.5","2056"
"Shadow Ivysaur","Vine Whip","Power Whip","13.25","205.8","478.8","1699"
"Shadow Mismagius","Sucker Punch","Dark Pulse","12.457","247.4","478.1","2615"
"Shadow Politoed","Mud Shot","Hydro Pump","11.765","293","477.1","2449"
"Shadow Suicune","Ice Fang","Bubble Beam","10.804","374.9","472.7","2983"
"Shadow Weezing","Acid","Thunderbolt","12.127","264.6","471.9","2293"
"Shadow Weepinbell","Bullet Seed","Power Whip","14.38","158.4","471","1611"
"Shadow Weezing","Infestation","Shadow Ball","12.096","264","467.1","2293"
"Shadow Weezing","Tackle","Shadow Ball","12.091","263.9","466.3","2293"
"Shadow Suicune","Hidden Power","Bubble Beam","10.765","373.5","466","2983"
"Shadow Gyarados","Dragon Tail","Twister","11.473","308.1","465.2","3391"
"Shadow Flygon","Mud Shot","Stone Edge","12.1","262.5","465","2661"
"Shadow Suicune","Ice Fang","Ice Beam","10.748","372.9","463.1","2983"
"Shadow Hitmonchan","Counter","Thunder Punch","12.55","233.9","462.3","2332"
"Shadow Articuno","Frost Breath","Ancient Power","10.938","352.5","461.3","3051"
"Shadow Forretress","Struggle Bug","Heavy Slam","11.658","290.7","460.6","2282"
"Shadow Lairon","Metal Claw","Rock Slide","12.178","255","460.5","2056"
"Shadow Ninetales","Feint Attack","Flamethrower","11.923","271.4","460","2279"
"Shadow Dusknoir","Hex","Psychic","11.99","266.7","459.7","2388"
"Shadow Golduck","Confusion","Ice Beam","12.164","255.3","459.5","2450"
"Shadow Porygon2","Lock-On","Zap Cannon","11.745","282.1","457.2","2711"
"Shadow Suicune","Hidden Power","Ice Beam","10.709","371.6","456.3","2983"
"Shadow Shelgon","Dragon Breath","Dragon Pulse","12.706","222.4","456.1","2031"
"Shadow Bellossom","Razor Leaf","Dazzling Gleam","11.893","271","455.9","2281"
"Shadow Absol","Psycho Cut","Thunder","13.445","186.8","454.2","2526"
"Shadow Armaldo","Fury Cutter","Water Pulse","12.064","258.4","453.8","2848"
"Shadow Blastoise","Water Gun","Skull Bash","11.478","299.1","452.4","2466"
"Shadow Electabuzz","Low Kick","Thunder Punch","12.622","224.8","452","2334"
"Shadow Abomasnow","Powder Snow","Outrage","11.936","265.1","450.8","2362"
"Shadow Skarmory","Air Slash","Brave Bird","11.601","287.8","449.4","2108"
"Shadow Hitmonchan","Bullet Punch","Power-Up Punch","12.459","232.2","449.1","2332"
"Shadow Politoed","Bubble","Blizzard","11.586","288.6","448.9","2449"
"Shadow Hypno","Zen Headbutt","Psychic","11.501","294.7","448.3","2090"
"Shadow Lairon","Iron Tail","Heavy Slam","12.083","253","446.4","2056"
"Shadow Piloswine","Ice Shard","Bulldoze","12.04","255.7","446.2","2345"
"Shadow Muk","Infestation","Dark Pulse","11.346","304.3","444.5","2757"
"Shadow Sneasel","Ice Shard","Ice Punch","13.112","196.5","443","2051"
"Shadow Crobat","Bite","Air Cutter","11.677","277.6","442.1","2646"
"Shadow Lapras","Ice Shard","Skull Bash","10.844","346.1","441.3","2641"
"Shadow Machoke","Karate Chop","Cross Chop","12.768","211.9","441","2031"
"Shadow Torterra","Razor Leaf","Sand Tomb","11.27","305.6","437.5","2934"
"Shadow Venomoth","Infestation","Psychic","12.649","216.1","437.4","2082"
"Shadow Armaldo","Struggle Bug","Water Pulse","11.953","256.1","437.3","2848"
"Shadow Poliwrath","Bubble","Ice Punch","11.43","292","436","2586"
"Shadow Lairon","Iron Tail","Rock Slide","12.002","251.3","434.6","2056"
"Shadow Venomoth","Infestation","Bug Buzz","12.621","215.7","433.6","2082"
"Shadow Slowbro","Water Gun","Water Pulse","11.357","295.9","433.4","2545"
"Shadow Cloyster","Ice Shard","Aurora Beam","11.611","276.6","432.9","2547"
"Shadow Magneton","Charge Beam","Flash Cannon","12.788","206.8","432.6","2485"
"Shadow Poliwrath","Rock Smash","Ice Punch","11.406","291.4","432.5","2586"
"Shadow Hitmonchan","Rock Smash","Close Combat","12.333","229.8","431.1","2332"
"Shadow Politoed","Bubble","Earthquake","11.469","285.7","431","2449"
"Shadow Hitmonchan","Rock Smash","Brick Break","12.328","229.7","430.4","2332"
"Shadow Nidoqueen","Bite","Sludge Wave","11.547","278.7","429.1","2488"
"Shadow Slowking","Water Gun","Fire Blast","11.325","295","428.5","2545"
"Shadow Sharpedo","Waterfall","Poison Fang","14.17","150.2","427.3","2181"
"Shadow Ivysaur","Vine Whip","Sludge Bomb","12.862","199.8","425.1","1699"
"Shadow Abomasnow","Powder Snow","Energy Ball","11.752","261","423.6","2362"
"Shadow Kadabra","Psycho Cut","Psybeam","14.234","146.7","423","2059"
"Shadow Muk","Lick","Thunder Punch","11.205","300.5","422.7","2757"
"Shadow Pinsir","Bug Bite","Vise Grip","12.012","243.6","422.2","2959"
"Shadow Golduck","Water Gun","Cross Chop","11.905","249.8","421.5","2450"
"Shadow Sandslash","Metal Claw","Bulldoze","11.819","254.5","420.2","2374"
"Shadow Gyarados","Bite","Twister","11.163","299.8","417","3391"
"Shadow Gyarados","Dragon Breath","Twister","11.163","299.8","417","3391"
"Shadow Blastoise","Water Gun","Ice Beam","11.234","292.8","415","2466"
"Shadow Stantler","Tackle","Megahorn","12.645","205","414.5","2164"
"Shadow Articuno","Ice Shard","Ancient Power","10.646","343.1","414","3051"
"Shadow Sandslash","Mud Shot","Bulldoze","11.766","253.4","412.8","2374"
"Shadow Beedrill","Poison Jab","X-Scissor","12.895","192.5","412.7","1846"
"Shadow Grotle","Razor Leaf","Solar Beam","12.311","220.5","411.4","1890"
"Shadow Lapras","Water Gun","Dragon Pulse","10.644","339.7","409.7","2641"
"Shadow Golbat","Wing Attack","Shadow Ball","12.163","227.5","409.4","1976"
"Shadow Poliwrath","Mud Shot","Submission","11.243","287.2","408.2","2586"
"Shadow Raticate","Quick Attack","Hyper Fang","12.98","186.1","407","1730"
"Shadow Lapras","Frost Breath","Dragon Pulse","10.624","339.1","406.7","2641"
"Shadow Machoke","Karate Chop","Submission","12.491","207.3","404.1","2031"
"Shadow Beedrill","Bug Bite","X-Scissor","12.82","191.3","403.1","1846"
"Shadow Sharpedo","Bite","Poison Fang","13.953","147.9","401.7","2181"
"Shadow Ivysaur","Razor Leaf","Power Whip","12.68","197","401.5","1699"
"Shadow Arbok","Acid","Gunk Shot","12.482","206.2","400.9","1921"
"Shadow Suicune","Hidden Power","Water Pulse","10.354","359.3","398.8","2983"
"Shadow Venomoth","Confusion","Bug Buzz","12.354","211.1","398","2082"
"Shadow Suicune","Ice Fang","Water Pulse","10.349","359.1","398","2983"
"Shadow Forretress","Bug Bite","Earthquake","11.239","280.3","397.8","2282"
"Shadow Weepinbell","Bullet Seed","Sludge Bomb","13.783","151.8","397.5","1611"
"Shadow Venomoth","Confusion","Psychic","12.334","210.7","395.4","2082"
"Shadow Gloom","Acid","Sludge Bomb","12.754","189.3","392.8","1681"
"Shadow Piloswine","Powder Snow","Bulldoze","11.66","247.6","392.5","2345"
"Shadow Hypno","Confusion","Shadow Ball","11.096","284.3","388.4","2090"
"Shadow Dusknoir","Astonish","Psychic","11.492","255.6","388","2388"
"Shadow Machoke","Low Kick","Cross Chop","12.36","205.1","387.4","2031"
"Shadow Marshtomp","Water Gun","Surf","12.47","199.6","387","1776"
"Shadow Ninetales","Fire Spin","Heat Wave","11.418","259.9","386.8","2279"
"Shadow Porygon2","Hidden Power (Fire)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Fighting)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Water)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Flying)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Grass)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Poison)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Electric)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Ground)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Psychic)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Rock)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Ice)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Bug)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Dragon)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Ghost)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Dark)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Porygon2","Hidden Power (Steel)","Zap Cannon","11.253","270.3","385.2","2711"
"Shadow Stantler","Zen Headbutt","Stomp","12.399","201","383.1","2164"
"Shadow Hypno","Confusion","Future Sight","11.052","283.2","382.2","2090"
"Shadow Ninetales","Ember","Fire Blast","11.382","259.1","382.1","2279"
"Shadow Electabuzz","Low Kick","Thunder","12.069","214.9","377.8","2334"
"Shadow Quagsire","Water Gun","Earthquake","11.563","244.1","377.4","1992"
"Shadow Machoke","Karate Chop","Brick Break","12.275","203.7","376.8","2031"
"Shadow Porygon2","Charge Beam","Zap Cannon","11.191","268.8","376.7","2711"
"Shadow Ninetales","Ember","Solar Beam","11.34","258.1","376.4","2279"
"Shadow Blastoise","Bite","Skull Bash","10.947","285.3","374.3","2466"
"Shadow Ambipom","Scratch","Low Sweep","11.991","214.8","370.3","2418"
"Shadow Hitmonchan","Rock Smash","Ice Punch","11.867","221.1","369.5","2332"
"Shadow Blastoise","Bite","Ice Beam","10.898","284","367.7","2466"
"Shadow Weepinbell","Acid","Seed Bomb","13.5","148.7","365.9","1611"
"Shadow Lapras","Ice Shard","Dragon Pulse","10.342","330.1","365.1","2641"
"Shadow Gloom","Razor Leaf","Sludge Bomb","12.522","185.9","365","1681"
"Shadow Charmeleon","Fire Fang","Flamethrower","12.808","173.4","364.3","1653"
"Shadow Machoke","Low Kick","Submission","12.172","202","364.3","2031"
"Shadow Shelgon","Dragon Breath","Flamethrower","12.008","210.1","363.9","2031"
"Shadow Weepinbell","Razor Leaf","Seed Bomb","13.48","148.5","363.7","1611"
"Shadow Bellossom","Acid","Dazzling Gleam","11.235","256","363","2281"
"Shadow Hitmonchan","Rock Smash","Fire Punch","11.81","220.1","362.5","2332"
"Shadow Gliscor","Wing Attack","Night Slash","10.769","289.3","361.4","2692"
"Shadow Ninetales","Fire Spin","Psyshock","11.223","255.5","361.1","2279"
"Shadow Bellossom","Acid","Petal Blizzard","11.22","255.6","361","2281"
"Shadow Cloyster","Frost Breath","Icy Wind","11.095","264.3","361","2547"
"Shadow Ivysaur","Razor Leaf","Sludge Bomb","12.328","191.5","358.7","1699"
"Shadow Golduck","Confusion","Cross Chop","11.43","239.8","358.1","2450"
"Shadow Ivysaur","Vine Whip","Solar Beam","12.317","191.3","357.5","1699"
"Shadow Hypno","Confusion","Psyshock","10.864","278.4","356.9","2090"
"Shadow Nidoqueen","Bite","Stone Edge","11.022","266","356.3","2488"
"Shadow Probopass","Rock Throw","Rock Slide","10.559","301.1","354.4","2080"
"Shadow Hitmonchan","Bullet Punch","Close Combat","11.741","218.8","354.2","2332"
"Shadow Hitmonchan","Bullet Punch","Brick Break","11.739","218.8","353.9","2332"
"Shadow Muk","Infestation","Thunder Punch","10.714","287.4","353.4","2757"
"Shadow Golbat","Bite","Shadow Ball","11.724","219.3","353.3","1976"
"Shadow Torterra","Bite","Sand Tomb","10.679","289.6","352.7","2934"
"Shadow Weezing","Acid","Dark Pulse","11.272","246","352.3","2293"
"Shadow Marshtomp","Mud Shot","Surf","12.131","194.2","346.6","1776"
"Shadow Ninetales","Feint Attack","Fire Blast","11.101","252.7","345.7","2279"
"Shadow Machoke","Low Kick","Brick Break","12.012","199.4","345.6","2031"
"Shadow Grotle","Bite","Solar Beam","11.784","211","345.3","1890"
"Shadow Probopass","Rock Throw","Magnet Bomb","10.487","299","344.9","2080"
"Shadow Skarmory","Steel Wing","Flash Cannon","10.858","269.4","344.8","2108"
"Shadow Weezing","Tackle","Thunderbolt","11.196","244.3","342.9","2293"
"Shadow Ninetales","Feint Attack","Solar Beam","11.074","252.1","342.3","2279"
"Shadow Banette","Hex","Thunder","12.37","178.5","337.9","2298"
"Shadow Metang","Metal Claw","Psychic","11.58","217.5","337.7","1721"
"Shadow Quagsire","Water Gun","Sludge Bomb","11.244","237.3","337.4","1992"
"Shadow Beedrill","Infestation","X-Scissor","12.261","183","337.3","1846"
"Shadow Weezing","Infestation","Thunderbolt","11.113","242.5","332.8","2293"
"Shadow Dusknoir","Hex","Ominous Wind","11.051","245.8","331.7","2388"
"Shadow Dragonair","Dragon Breath","Dragon Pulse","12.21","181.1","329.7","1780"
"Shadow Hypno","Zen Headbutt","Shadow Ball","10.647","272.8","329.3","2090"
"Shadow Pinsir","Fury Cutter","Vise Grip","11.285","228.8","328.9","2959"
"Shadow Quagsire","Mud Shot","Earthquake","11.162","235.6","327.6","1992"
"Shadow Bellossom","Bullet Seed","Dazzling Gleam","10.941","249.3","326.5","2281"
"Shadow Venomoth","Bug Bite","Silver Wind","11.738","200.6","324.4","2082"
"Shadow Piloswine","Ice Shard","Stone Edge","11.111","236","323.7","2345"
"Shadow Cloyster","Ice Shard","Icy Wind","10.797","257.2","323.7","2547"
"Shadow Poliwrath","Mud Shot","Ice Punch","10.594","270.7","321.9","2586"
